CMDLINE streamlit run streamlitapp.py
MEM 0.257812 1612675488.2940
MEM 11.226562 1612675488.3943
MEM 18.921875 1612675488.4948
MEM 20.421875 1612675488.5983
MEM 28.554688 1612675488.6986
MEM 34.144531 1612675488.8029
MEM 45.988281 1612675488.9056
MEM 53.074219 1612675489.0096
MEM 58.921875 1612675489.1120
MEM 61.597656 1612675489.2157
MEM 70.832031 1612675489.3209
MEM 72.414062 1612675489.4256
MEM 77.625000 1612675489.5281
MEM 82.042969 1612675489.6283
MEM 88.121094 1612675489.7315
MEM 89.726562 1612675489.8348
MEM 96.144531 1612675489.9389
MEM 129.648438 1612675490.0437
MEM 136.906250 1612675490.1439
MEM 142.453125 1612675490.2455
MEM 148.062500 1612675490.3467
MEM 154.167969 1612675490.4471
MEM 189.070312 1612675490.5493
MEM 347.390625 1612675490.6518
MEM 432.410156 1612675490.7522
MEM 516.734375 1612675490.8558
MEM 516.734375 1612675490.9610
MEM 516.734375 1612675491.0616
MEM 516.734375 1612675491.1654
MEM 516.734375 1612675491.2708
MEM 516.734375 1612675491.3714
MEM 516.734375 1612675491.4759
MEM 183.359375 1612675491.5803
MEM 187.171875 1612675491.6836
MEM 221.656250 1612675491.7874
MEM 358.636719 1612675491.8904
MEM 489.339844 1612675491.9935
MEM 526.308594 1612675492.0986
MEM 636.718750 1612675492.1991
MEM 791.062500 1612675492.3033
MEM 814.738281 1612675492.4065
MEM 812.738281 1612675492.5072
MEM 812.746094 1612675492.6075
MEM 812.750000 1612675492.7114
MEM 812.750000 1612675492.8159
MEM 812.750000 1612675492.9189
MEM 812.750000 1612675493.0218
MEM 812.750000 1612675493.1242
MEM 812.750000 1612675493.2288
MEM 812.750000 1612675493.3312
MEM 812.750000 1612675493.4358
MEM 812.750000 1612675493.5385
MEM 812.750000 1612675493.6436
MEM 812.750000 1612675493.7465
MEM 812.750000 1612675493.8485
MEM 812.750000 1612675493.9501
MEM 812.750000 1612675494.0518
MEM 812.750000 1612675494.1526
MEM 812.750000 1612675494.2560
MEM 812.750000 1612675494.3594
MEM 812.750000 1612675494.4601
MEM 812.750000 1612675494.5644
MEM 812.750000 1612675494.6664
MEM 812.750000 1612675494.7699
MEM 808.488281 1612675494.8748
MEM 808.488281 1612675494.9753
MEM 808.488281 1612675495.0798
MEM 808.488281 1612675495.1804
MEM 808.546875 1612675495.2830
MEM 808.570312 1612675495.3861
MEM 808.667969 1612675495.4899
MEM 808.679688 1612675495.5902
MEM 808.679688 1612675495.6952
MEM 808.679688 1612675495.7985
MEM 808.679688 1612675495.9000
MEM 808.679688 1612675496.0054
MEM 808.679688 1612675496.1078
MEM 808.679688 1612675496.2097
MEM 808.679688 1612675496.3151
MEM 808.679688 1612675496.4192
MEM 808.679688 1612675496.5198
MEM 808.679688 1612675496.6210
MEM 808.679688 1612675496.7264
MEM 808.679688 1612675496.8270
MEM 808.679688 1612675496.9303
MEM 808.679688 1612675497.0353
MEM 808.679688 1612675497.1404
MEM 808.679688 1612675497.2409
MEM 808.679688 1612675497.3448
MEM 808.679688 1612675497.4498
MEM 808.679688 1612675497.5503
MEM 808.679688 1612675497.6513
MEM 808.679688 1612675497.7524
MEM 808.679688 1612675497.8572
MEM 808.679688 1612675497.9609
MEM 808.679688 1612675498.0613
MEM 808.679688 1612675498.1619
MEM 808.679688 1612675498.2674
MEM 808.679688 1612675498.3717
MEM 808.679688 1612675498.4771
MEM 808.679688 1612675498.5778
MEM 808.679688 1612675498.6828
MEM 808.679688 1612675498.7863
MEM 808.679688 1612675498.8917
MEM 808.679688 1612675498.9922
MEM 808.679688 1612675499.0931
MEM 808.679688 1612675499.1951
MEM 808.679688 1612675499.2970
MEM 808.679688 1612675499.4003
MEM 808.679688 1612675499.5037
MEM 808.679688 1612675499.6056
MEM 808.679688 1612675499.7061
MEM 808.679688 1612675499.8110
MEM 808.679688 1612675499.9131
MEM 808.679688 1612675500.0168
MEM 808.679688 1612675500.1222
MEM 808.679688 1612675500.2225
MEM 808.679688 1612675500.3270
MEM 808.679688 1612675500.4277
MEM 808.679688 1612675500.5311
MEM 808.679688 1612675500.6322
MEM 808.679688 1612675500.7338
MEM 808.679688 1612675500.8376
MEM 808.679688 1612675500.9384
MEM 808.679688 1612675501.0411
MEM 808.679688 1612675501.1446
MEM 808.679688 1612675501.2462
MEM 808.679688 1612675501.3506
MEM 808.679688 1612675501.4550
MEM 808.679688 1612675501.5556
MEM 808.679688 1612675501.6575
MEM 808.679688 1612675501.7591
MEM 808.679688 1612675501.8605
MEM 808.679688 1612675501.9621
MEM 808.679688 1612675502.0673
MEM 808.679688 1612675502.1709
MEM 808.679688 1612675502.2712
MEM 808.679688 1612675502.3766
MEM 808.679688 1612675502.4773
MEM 808.679688 1612675502.5802
MEM 808.679688 1612675502.6825
MEM 808.679688 1612675502.7834
MEM 808.679688 1612675502.8846
MEM 808.679688 1612675502.9893
MEM 808.679688 1612675503.0947
MEM 808.679688 1612675503.1951
MEM 808.679688 1612675503.2967
MEM 808.679688 1612675503.4010
MEM 808.679688 1612675503.5055
MEM 808.679688 1612675503.6080
MEM 808.679688 1612675503.7134
MEM 808.679688 1612675503.8139
MEM 808.679688 1612675503.9179
MEM 808.679688 1612675504.0234
MEM 808.679688 1612675504.1288
MEM 808.679688 1612675504.2326
MEM 808.679688 1612675504.3361
MEM 808.679688 1612675504.4368
